spc.recruiter.co.kr,https://spc.recruiter.co.kr/career/jobs/,https://spc.recruiter.co.kr/career/recruit,
kolmar.recruiter.co.kr,https://kolmar.recruiter.co.kr/career/job,https://kolmar.recruiter.co.kr/career/joblist,PDF
recruit.line.games,https://recruit.line.games/notice,https://recruit.line.games/notice,
career.koreainvestment.com,https://career.koreainvestment.com/announcement,https://career.koreainvestment.com/announcementList,PDF
careers.kakaoenterprise.com,https://careers.kakaoenterprise.com/ko,https://careers.kakaoenterprise.com/ko/job,
toss.im,https://toss.im/career/job-detail,https://toss.im/career/jobs,
gsenc.recruiter.co.kr,https://gsenc.recruiter.co.kr/career/jobs,https://gsenc.recruiter.co.kr/career/apply,
recruit.hd.com,https://recruit.hd.com/kr/mainLayout/applyDetail/,https://recruit.hd.com/kr/mainLayout/apply,png
miracom-inc.recruiter.co.kr,https://miracom-inc.recruiter.co.kr/career/jobs/,https://miracom-inc.recruiter.co.kr/career/job,
dream.kolon.com,https://dream.kolon.com/RECRUIT_KOLON/hr/rec/recruit/jobopen/controller/candidate/JobOpen320WebController,https://dream.kolon.com/RECRUIT_KOLON/hr/rec/recruit/jobopen/controller/candidate/JobOpen310WebController,
career.visang.com,https://career.visang.com/job_posting/,https://career.visang.com/recruit,
samyangfoods.career.greetinghr.com,https://samyangfoods.career.greetinghr.com/ko/o/,https://samyangfoods.career.greetinghr.com/ko/home,
hist.recruiter.co.kr,https://hist.recruiter.co.kr/app/jobnotice/view,https://hist.recruiter.co.kr/app/jobnotice/list,
busanbank.recruiter.co.kr,https://busanbank.recruiter.co.kr/app/jobnotice/view,https://busanbank.recruiter.co.kr/app/jobnotice/list,
recruit.joongang.co.kr,https://recruit.joongang.co.kr/jobnotice/detail.do,https://recruit.joongang.co.kr/jobnotice.do,
talent.hyundai.com,https://talent.hyundai.com/apply/applyView.hc,https://talent.hyundai.com/apply/applyList.hc,
careers.hybecorp.com,https://careers.hybecorp.com/ko/o/,https://careers.hybecorp.com/ko/career,
careers.sk-materials.com,https://careers.sk-materials.com/apply/jobView/,https://careers.sk-materials.com/apply/jobList,
hlcompany.recruiter.co.kr,https://hlcompany.recruiter.co.kr/app/jobnotice/view,https://hlcompany.recruiter.co.kr/app/jobnotice/list,
volvo.recruiter.co.kr,https://volvo.recruiter.co.kr/app/jobnotice/view,https://volvo.recruiter.co.kr/app/jobnotice/list,
hec.recruiter.co.kr,https://hec.recruiter.co.kr/career/jobs/,https://hec.recruiter.co.kr/career/joining-guide,
recruit.navercorp.com,https://recruit.navercorp.com/rcrt/view.do,https://recruit.navercorp.com/rcrt/list.do,
recruit.daou.co.kr,https://recruit.daou.co.kr/Application.do,https://recruit.daou.co.kr/Application.do,"SPA, PDF 로 공고하고 있음"
kwangdong.recruiter.co.kr,https://kwangdong.recruiter.co.kr/app/jobnotice/view,https://kwangdong.recruiter.co.kr/app/applicant/jobnotice/popupNoticeList/?applicantActionCode=SHOW_NOTICE,
kstd-lezhin.career.greetinghr.com,https://kstd-lezhin.career.greetinghr.com/ko/o/,https://kstd-lezhin.career.greetinghr.com/ko/career,
kakaopay.career.greetinghr.com,https://kakaopay.career.greetinghr.com/ko/o/,https://kakaopay.career.greetinghr.com/ko/main,
career.kia.com,https://career.kia.com/apply/applyView.kc,https://career.kia.com/apply/applyList.kc,
careers.smilegate.com,https://careers.smilegate.com/apply/announce/view,https://careers.smilegate.com/apply/announce,
visang.ninehire.site,https://visang.ninehire.site/job_posting/,https://visang.ninehire.site/recruit,
recruit.yuantakorea.com,https://recruit.yuantakorea.com:4433/jobinfo/jobinfo_view.asp,https://recruit.yuantakorea.com:4433/jobinfo/,
gsretail.recruiter.co.kr,https://gsretail.recruiter.co.kr/career/jobs/,https://gsretail.recruiter.co.kr/career/job,PNG
shinhandigital.recruiter.co.kr,https://shinhandigital.recruiter.co.kr/career/jobs/,https://shinhandigital.recruiter.co.kr/career/jobs,PNG
sni.recruiter.co.kr,https://sni.recruiter.co.kr/app/jobnotice/view,https://sni.recruiter.co.kr/app/jobnotice/list,
akis.ninehire.site,https://akis.ninehire.site/job_posting/,https://akis.ninehire.site/,
recruit.nits-corp.com,https://recruit.nits-corp.com/nits/job/detail/,https://recruit.nits-corp.com/nits/recruitMain,
career.hyundai-autoever.com,https://career.hyundai-autoever.com/ko/o/,https://career.hyundai-autoever.com/ko/apply,
career-dncompany.recruiter.co.kr,https://career-dncompany.recruiter.co.kr/career/jobs/,https://career-dncompany.recruiter.co.kr/career/home,PNG
recruit.kakaogames.com,https://recruit.kakaogames.com/ko/o/,https://recruit.kakaogames.com/ko/joinjuskr,
careers.gmarket.com,https://careers.gmarket.com/job_posting/,https://careers.gmarket.com/jobs,
careers.multicampus.com,https://careers.multicampus.com/ko/o/,https://careers.multicampus.com/ko/home,
www.skcareers.com,https://www.skcareers.com/Recruit/Detail/,https://www.skcareers.com/Recruit,
thinkbig.career.greetinghr.com,https://thinkbig.career.greetinghr.com/ko/o/,https://thinkbig.career.greetinghr.com/ko/jobopening,
recruit.navercloudcorp.com,https://recruit.navercloudcorp.com/rcrt/view.do,https://recruit.navercloudcorp.com/rcrt/list.do,
recruit.gccorp.com,https://careers.gcbiopharma.com/job/,https://recruit.gccorp.com/kor/recruit/list,
hyundai-steel.recruiter.co.kr,https://hyundai-steel.recruiter.co.kr/career/jobs/,https://hyundai-steel.recruiter.co.kr/career/apply,
cosmax.recruiter.co.kr,https://cosmax.recruiter.co.kr/career/jobs/,https://cosmax.recruiter.co.kr/career/job,
careers.kakaoent.com,https://careers.kakaoent.com/ko/o/,https://careers.kakaoent.com/ko/job,
samsungcareers.com,https://www.samsungcareers.com/hr/,https://www.samsungcareers.com/hr/,SPA URL로 수집해야함
recruit.linepluscorp.com,https://careers.linecorp.com/ko/jobs/,https://careers.linecorp.com/ko/jobs,
recruit.kt.com,https://recruit.kt.com/careers/,https://recruit.kt.com/careers,
recruit.cj.net,https://recruit.cj.net/,https://recruit.cj.net/,SPA
hankooktire.recruiter.co.kr,https://hankooktire.recruiter.co.kr/career/jobs/,https://hankooktire.recruiter.co.kr/career/home,
nice.career.greetinghr.com,https://nice.career.greetinghr.com/ko/o/,https://nice.career.greetinghr.com/ko/guide,
careers.cslguplus.co.kr,https://careers.cslguplus.co.kr/RecruitNotice/Detail,https://careers.cslguplus.co.kr/RecruitNotice,
kyowon.career.greetinghr.com,https://kyowon.career.greetinghr.com/ko/o/,https://kyowon.career.greetinghr.com/ko/recruit,
www.krafton.com,https://www.krafton.com/careers/recruit-detail/,https://www.krafton.com/careers/,
